[2026-05-21T10:24:51.209179] ERROR | 20240521 Resume Uniting .doc | not an OLE2 structured storage file
[2026-05-30T03:12:45.414202] ERROR | audit_and_repair_database/_call_gemini | 503 UNAVAILABLE. {'error': {'code': 503, 'message': 'This model is currently experiencing high demand. Spikes in demand are usually temporary. Please try again later.', 'status': 'UNAVAILABLE'}}
[2026-05-30T03:12:49.564847] ERROR | audit_and_repair_database/_call_gemini | 503 UNAVAILABLE. {'error': {'code': 503, 'message': 'This model is currently experiencing high demand. Spikes in demand are usually temporary. Please try again later.', 'status': 'UNAVAILABLE'}}
[2026-05-30T03:14:08.505863] ERROR | audit_and_repair_database/_call_gemini | 503 UNAVAILABLE. {'error': {'code': 503, 'message': 'This model is currently experiencing high demand. Spikes in demand are usually temporary. Please try again later.', 'status': 'UNAVAILABLE'}}
[2026-05-30T03:14:19.012762] ERROR | audit_and_repair_database/_call_gemini | 503 UNAVAILABLE. {'error': {'code': 503, 'message': 'This model is currently experiencing high demand. Spikes in demand are usually temporary. Please try again later.', 'status': 'UNAVAILABLE'}}
[2026-05-30T03:15:14.029795] ERROR | audit_and_repair_database/_call_gemini | 503 UNAVAILABLE. {'error': {'code': 503, 'message': 'This model is currently experiencing high demand. Spikes in demand are usually temporary. Please try again later.', 'status': 'UNAVAILABLE'}}
[2026-05-30T03:15:36.379109] ERROR | audit_and_repair_database/_call_gemini | 503 UNAVAILABLE. {'error': {'code': 503, 'message': 'This model is currently experiencing high demand. Spikes in demand are usually temporary. Please try again later.', 'status': 'UNAVAILABLE'}}
[2026-05-30T15:34:00.674449] ERROR | audit_and_repair_database/_call_gemini | 503 UNAVAILABLE. {'error': {'code': 503, 'message': 'This model is currently experiencing high demand. Spikes in demand are usually temporary. Please try again later.', 'status': 'UNAVAILABLE'}}
[2026-05-30T15:34:03.666889] ERROR | audit_and_repair_database/_call_gemini | 503 UNAVAILABLE. {'error': {'code': 503, 'message': 'This model is currently experiencing high demand. Spikes in demand are usually temporary. Please try again later.', 'status': 'UNAVAILABLE'}}
[2026-05-30T15:37:55.446436] ERROR | audit_and_repair_database/_call_gemini | 503 UNAVAILABLE. {'error': {'code': 503, 'message': 'This model is currently experiencing high demand. Spikes in demand are usually temporary. Please try again later.', 'status': 'UNAVAILABLE'}}
[2026-05-30T15:38:53.572349] ERROR | audit_and_repair_database/_call_gemini | 503 UNAVAILABLE. {'error': {'code': 503, 'message': 'This model is currently experiencing high demand. Spikes in demand are usually temporary. Please try again later.', 'status': 'UNAVAILABLE'}}
